,ID,UUID,Trip ID,Comment,Rate,Created At,Updated At,User Old ID,Trip Old ID,Classe,Comms,Length,Tokens
2145,11104,b8f7057e-aa40-4dc5-a568-7d64bb38311a,16061.0,Ok,5.0,2021-08-12T15:53:37.294Z,2021-08-12T15:53:37.294Z,60d5b3f69485da0e5cee139b,6114c9e1dcb3f8759616ea9c;;;;;;;;;;;;;;;;;,,ok,2,['ok']
2146,11110,01b07f87-f7a3-48ef-b641-d5541a5f85b9,26087.0,Plus de batterie ,2.0,2021-08-12T16:24:39.18Z,2021-08-12T16:24:39.18Z,611411acdcb3f87596e13cd0,61154222dcb3f87596628bef;;;;;;;;;;;;;;;;;,,plus de batterie ,17,"['plus', 'de', 'batterie']"
2147,27005,ab87336f-84d4-46d0-9974-72797bb8e242,42780.0,Application très lente… plus de temps à déverrouiller verrouiller que de rouler …,1.0,2021-12-08T16:56:55.574724Z,2021-12-08T16:56:55.574724Z,,;;;;;;;;;;;;;;;;;,,application tres lente... plus de temps a deverrouiller verrouiller que de rouler ...,81,"['application', 'tres', 'lente', '...', 'plus', 'de', 'temps', 'a', 'deverrouiller', 'verrouiller', 'que', 'de', 'rouler', '...']"
2148,27532,b2aeb524-2d1b-4cb6-921f-a811d38fa9ea,43500.0,Je viens de payer 31.5 pour un trajet de 15min car le vélo ne s'est pas verrouillé après fin du trajet ,1.0,2021-12-16T18:01:51.846843Z,2021-12-16T18:01:51.846843Z,,;;;;;;;;;;;;;;;;;,,je viens de payer 31.5 pour un trajet de 15min car le velo ne s'est pas verrouille apres fin du trajet ,103,"['je', 'viens', 'de', 'payer', '31.5', 'pour', 'un', 'trajet', 'de', '15min', 'car', 'le', 'velo', 'ne', ""s'est"", 'pas', 'verrouille', 'apres', 'fin', 'du', 'trajet']"
2149,25366,552e9636-51f4-4740-9308-5ae7474cefff,40310.0,Ok,0.0,2021-11-13T17:13:53.482331Z,2021-11-13T17:13:53.482331Z,,;;;;;;;;;;;;;;;;;,,ok,2,['ok']
2150,11137,2ffc97a3-076b-4da6-95f4-d7fe196f65b8,25007.0,Perfetta,5.0,2021-08-12T17:47:03.58Z,2021-08-12T17:47:03.58Z,610d185cdcb3f8759633fd94,61155c1bdcb3f8759679249a;;;;;;;;;;;;;;;;;,,perfetta,8,['perfetta']
2151,11141,e72e2bf6-24b6-4cf3-a476-75662fcc84fc,18946.0,C’était bien ,4.0,2021-08-12T17:59:09.105Z,2021-08-12T17:59:09.105Z,60e60360dcb3f87596167f6b,611558bfdcb3f8759673a6dc;;;;;;;;;;;;;;;;;,,cetait bien ,13,"['cetait', 'bien']"
2152,11143,58b71933-415b-4d55-939e-72ab1f5b22a2,25891.0,Super. ,5.0,2021-08-12T18:09:54.932Z,2021-08-12T18:09:54.932Z,61136d50dcb3f87596898921,61156028dcb3f875967c5917;;;;;;;;;;;;;;;;;,,super. ,7,"['super', '.']"
2153,11161,56d43703-7119-47ea-9a99-66cbbeba6fe0,15622.0,La bise ,5.0,2021-08-12T19:26:39.581Z,2021-08-12T19:26:39.581Z,60d11a919485da0e5c68af50,61155e03dcb3f875967aa4f8;;;;;;;;;;;;;;;;;,,la bise ,8,"['la', 'bise']"
2154,11167,858b955f-2666-48dd-a3c6-09bcac8863f3,26232.0,C’était bon,4.0,2021-08-12T19:47:35.309Z,2021-08-12T19:47:35.309Z,61150b03dcb3f875963a73ef,61155a76dcb3f875967603df;;;;;;;;;;;;;;;;;,,cetait bon,11,"['cetait', 'bon']"
2155,11173,e8768ae5-d569-4359-a957-0f6eaf309a4a,15623.0,Merci les poto,5.0,2021-08-12T20:18:12.84Z,2021-08-12T20:18:12.84Z,60d11a919485da0e5c68af50,61157fefdcb3f87596929858;;;;;;;;;;;;;;;;;,,merci les poto,14,"['merci', 'les', 'poto']"
2156,11175,76ea8056-dc38-4f51-afdf-e8741b577b24,9967.0,Lassistance électrique était mauvaise genre jai mal aux cuisses ^^ ,1.0,2021-08-12T20:46:55.178Z,2021-08-12T20:46:55.178Z,5fe616d530a3fc6ab84cbbff,61158833dcb3f8759695d404;;;;;;;;;;;;;;;;;,,lassistance electrique etait mauvaise genre jai mal aux cuisses ^^ ,67,"['lassistance', 'electrique', 'etait', 'mauvaise', 'genre', 'jai', 'mal', 'aux', 'cuisses', '^^']"
2157,11178,04c7ff38-0b03-4fe7-8ed7-e9361108049a,9968.0,Même pb que précédent vélo/ trajet ,1.0,2021-08-12T20:50:25.636Z,2021-08-12T20:50:25.636Z,5fe616d530a3fc6ab84cbbff,61158902dcb3f875969644e5;;;;;;;;;;;;;;;;;,,meme pb que precedent velo/ trajet ,35,"['meme', 'pb', 'que', 'precedent', 'velo/', 'trajet']"
2158,11181,9aa9aae6-e4e2-4c7a-9d90-f957c25c6878,9969.0,Au top ,5.0,2021-08-12T20:56:42.374Z,2021-08-12T20:56:42.374Z,5fe616d530a3fc6ab84cbbff,611589fddcb3f87596978846;;;;;;;;;;;;;;;;;,,au top ,7,"['au', 'top']"
2159,11182,c0dc2fb9-1aee-4819-9ef3-cd5acfd607d5,26331.0,Top,5.0,2021-08-12T21:01:23.581Z,2021-08-12T21:01:23.581Z,611589cbdcb3f875969780aa,61158be4dcb3f8759698caa3;;;;;;;;;;;;;;;;;,,top,3,['top']
2160,11185,a3ea4787-a2a9-4fbd-8d71-f6e8bf76c843,15624.0,Merci les fréro vous êtes au top,5.0,2021-08-12T21:21:37.071Z,2021-08-12T21:21:37.071Z,60d11a919485da0e5c68af50,61158d4ddcb3f8759699b5c6;;;;;;;;;;;;;;;;;,,merci les frero vous etes au top,32,"['merci', 'les', 'frero', 'vous', 'etes', 'au', 'top']"
2161,11186,85dad204-1ce7-40d9-8285-1cedb9c3d481,26293.0,Cassé ,4.0,2021-08-12T21:21:55.054Z,2021-08-12T21:21:55.054Z,61155201dcb3f875966ee266,61158d54dcb3f8759699bacb;;;;;;;;;;;;;;;;;,,casse ,6,['casse']
2162,11188,70bf91fa-3f79-40d6-b7a0-c7d806e2870a,26080.0,Top,5.0,2021-08-12T21:25:03.662Z,2021-08-12T21:25:03.662Z,6113df7adcb3f87596c3382b,61158fd7dcb3f875969dbade;;;;;;;;;;;;;;;;;,,top,3,['top']
2163,11197,76eb1da3-8fdd-4791-ab6e-54117586bce0,26251.0,Zero étoiles...le velo na pas fonctionné en mode électrique et jai doublé le temps de déplacement. Jexige au moins un remboursement. Merci de me contacter,1.0,2021-08-12T22:34:12.892Z,2021-08-12T22:34:12.892Z,6115155bdcb3f875963d075d,61159bbfdcb3f87596a479ee;;;;;;;;;;;;;;;;;,,zero etoiles...le velo na pas fonctionne en mode electrique et jai double le temps de deplacement. jexige au moins un remboursement. merci de me contacter,154,"['zero', 'etoiles', '...', 'le', 'velo', 'na', 'pas', 'fonctionne', 'en', 'mode', 'electrique', 'et', 'jai', 'double', 'le', 'temps', 'de', 'deplacement', '.', 'jexige', 'au', 'moins', 'un', 'remboursement', '.', 'merci', 'de', 'me', 'contacter']"
2164,11198,c7220792-e6be-432e-adf4-856d583722b8,26334.0,0 STELLE Fate vomitare!! Su due bici noleggiate una scarica e non funzionante e l’altra già rotta inutilizzabile manubrio storto.. soldi buttati siete il peggio del peggio almeno il rimborso sarebbe il minimo 0 STELLE,1.0,2021-08-12T22:34:59.077Z,2021-08-12T22:34:59.077Z,61158a98dcb3f8759697bca3,61159b83dcb3f87596a47135;;;;;;;;;;;;;;;;;,,0 stelle fate vomitare!! su due bici noleggiate una scarica e non funzionante e laltra gia rotta inutilizzabile manubrio storto.. soldi buttati siete il peggio del peggio almeno il rimborso sarebbe il minimo 0 stelle,217,"['0', 'stelle', 'fate', 'vomitare', '!', '!', 'su', 'due', 'bici', 'noleggiate', 'una', 'scarica', 'e', 'non', 'funzionante', 'e', 'laltra', 'gia', 'rotta', 'inutilizzabile', 'manubrio', 'storto', '..', 'soldi', 'buttati', 'siete', 'il', 'peggio', 'del', 'peggio', 'almeno', 'il', 'rimborso', 'sarebbe', 'il', 'minimo', '0', 'stelle']"
2165,11209,1f90a765-5b50-430d-b99b-1d1b8df4aa70,13688.0,Système d’assistance un peu bugué et selle qui va un peu d’avant en arrière ,3.0,2021-08-12T23:31:47.175Z,2021-08-12T23:31:47.175Z,60819a82deb7eb746a8fffcb,6115ab62dcb3f87596adff8b;;;;;;;;;;;;;;;;;,,systeme dassistance un peu bugue et selle qui va un peu davant en arriere ,76,"['systeme', 'dassistance', 'un', 'peu', 'bugue', 'et', 'selle', 'qui', 'va', 'un', 'peu', 'davant', 'en', 'arriere']"
2166,11212,857dd245-6e5f-48cd-b3d8-fdd5bf8587b7,26386.0,Ct cool,4.0,2021-08-12T23:54:01.586Z,2021-08-12T23:54:01.586Z,6115ae1ddcb3f87596aff26b,6115af29dcb3f87596b04760;;;;;;;;;;;;;;;;;,,ct cool,7,"['ct', 'cool']"
2167,11222,d6154293-1d61-4464-9dae-d575fe6c8a04,15625.0,The best bike ever ,5.0,2021-08-13T00:22:31.377Z,2021-08-13T00:22:31.377Z,60d11a919485da0e5c68af50,6115b88bdcb3f87596b40b88;;;;;;;;;;;;;;;;;,,the best bike ever ,19,"['the', 'best', 'bike', 'ever']"
2168,11228,d5091f59-8591-4fbb-b4b1-c8b6e4a14d61,25503.0,Problème de frein arrière et le frein avant grince et freine trop fort ,2.0,2021-08-13T00:54:31.293Z,2021-08-13T00:54:31.293Z,61105846dcb3f87596882f48,6115be9fdcb3f87596b6435f;;;;;;;;;;;;;;;;;,,probleme de frein arriere et le frein avant grince et freine trop fort ,71,"['probleme', 'de', 'frein', 'arriere', 'et', 'le', 'frein', 'avant', 'grince', 'et', 'freine', 'trop', 'fort']"
2169,11231,d07ba5c4-f0ec-49b0-8084-ede8f043a039,26190.0,Super,5.0,2021-08-13T01:29:06.867Z,2021-08-13T01:29:06.867Z,61147118dcb3f875960c94fb,6115175ddcb3f875963faf06;;;;;;;;;;;;;;;;;,,super,5,['super']
2170,11233,e790ae7e-3742-4754-b0a5-2ba45b53f1da,26398.0,Niekl au top ,5.0,2021-08-13T02:07:33.453Z,2021-08-13T02:07:33.453Z,6115ce74dcb3f87596bb7e14,6115cfe7dcb3f87596bb980e;;;;;;;;;;;;;;;;;,,niekl au top ,13,"['niekl', 'au', 'top']"
2171,23636,0525096f-3240-4f8e-860e-449dec097af6,37897.0,Vélo déchargé au bout de 5 km ,1.0,2021-10-24T08:36:02.821225Z,2021-10-24T08:36:02.821225Z,,;;;;;;;;;;;;;;;;;,,velo decharge au bout de 5 km ,30,"['velo', 'decharge', 'au', 'bout', 'de', '5', 'km']"
2172,11240,3b129aa6-3407-4df2-bebc-762280bc9891,25900.0,Super ,5.0,2021-08-13T05:49:33.064Z,2021-08-13T05:49:33.064Z,61136d50dcb3f87596898921,611606e6dcb3f87596bf202a;;;;;;;;;;;;;;;;;,,super ,6,['super']
2173,11246,eb529d59-bb6f-446f-bde8-f754b1cfd472,16065.0,Ok,5.0,2021-08-13T06:55:42.16Z,2021-08-13T06:55:42.16Z,60d5b3f69485da0e5cee139b,6115442adcb3f875966432ab;;;;;;;;;;;;;;;;;,,ok,2,['ok']
2174,11262,56eb4f53-f055-4cad-906d-8c0d42d98581,16423.0,Ghh,5.0,2021-08-13T10:15:05.597Z,2021-08-13T10:15:05.597Z,60d639a29485da0e5c3142b7,61163b6bdcb3f87596cd66b6;;;;;;;;;;;;;;;;;,,ghh,3,['ghh']
2175,11271,3b062ec0-0469-4cbe-b067-f4eb081250d7,25901.0,Super merci,5.0,2021-08-13T10:53:22.671Z,2021-08-13T10:53:22.671Z,61136d50dcb3f87596898921,61164decdcb3f87596d74e16;;;;;;;;;;;;;;;;;,,super merci,11,"['super', 'merci']"
2176,23637,c6700ce7-4138-45de-a5cc-5b541ff533b8,37900.0,Vélo HS après 2 km,1.0,2021-10-24T08:45:51.198307Z,2021-10-24T08:45:51.198307Z,,;;;;;;;;;;;;;;;;;,,velo hs apres 2 km,18,"['velo', 'hs', 'apres', '2', 'km']"
2177,11307,c7973ecb-87bd-4143-b0d6-35c6b73debce,26010.0,Jssjsjsjej,4.0,2021-08-13T13:57:04.844Z,2021-08-13T13:57:04.844Z,61137c36dcb3f875968e99e2,61167909dcb3f87596f3b728;;;;;;;;;;;;;;;;;,,jssjsjsjej,10,['jssjsjsjej']
2178,11310,3a76d94e-81e9-43fb-887b-1ebd021bd210,24094.0,Bien,3.0,2021-08-13T14:02:12.131Z,2021-08-13T14:02:12.131Z,61067adfdcb3f87596a9b2ea,610fe174dcb3f875964211ed;;;;;;;;;;;;;;;;;,,bien,4,['bien']
2179,11317,c6d94d6a-511e-451a-805a-e6f164e05894,26015.0,Bxfbdjwjshdh,4.0,2021-08-13T14:11:51.21Z,2021-08-13T14:11:51.21Z,61137c36dcb3f875968e99e2,61167be7dcb3f87596fa8fe5;;;;;;;;;;;;;;;;;,,bxfbdjwjshdh,12,['bxfbdjwjshdh']
2180,11318,175fc284-70e2-43f2-8281-4fe64fa2d787,26575.0,Cool,5.0,2021-08-13T14:11:58.427Z,2021-08-13T14:11:58.427Z,61167a5fdcb3f87596f55f23,61167b43dcb3f87596f71d09;;;;;;;;;;;;;;;;;,,cool,4,['cool']
2181,11320,fa18f208-8134-4de6-9b8b-4939f574a620,15109.0,Ndjd’ds’,5.0,2021-08-13T14:12:37.523Z,2021-08-13T14:12:37.523Z,60c1e5edbf06287b8c42e53b,61152c41dcb3f87596514206;;;;;;;;;;;;;;;;;,,ndjdds,8,['ndjdds']
2182,11328,b2dfc564-5780-4ef6-98ae-c31d3a04cef8,26587.0,Genial ,5.0,2021-08-13T14:58:17.324Z,2021-08-13T14:58:17.324Z,611685bbdcb3f8759600bd10,61168718dcb3f87596016d96;;;;;;;;;;;;;;;;;,,genial ,7,['genial']
2183,11332,e0ae3bbf-87db-4196-a5f0-f65c0d16f326,11760.0,Bien ,4.0,2021-08-13T15:07:25.548Z,2021-08-13T15:07:25.548Z,603f713cbc080b1180c66055,61151a41dcb3f87596409716;;;;;;;;;;;;;;;;;,,bien ,5,['bien']
2184,11361,d0927c15-2944-4438-b07f-020b8c9e2a33,26418.0,Nickel ,5.0,2021-08-13T17:17:55.49Z,2021-08-13T17:17:55.49Z,61162483dcb3f87596c66f66,6116a756dcb3f8759617a08c;;;;;;;;;;;;;;;;;,,nickel ,7,['nickel']
2185,11364,0c0633e2-834a-468c-b50c-79cb65205393,26022.0,Le vélo fait du bruit quand on pédale,3.0,2021-08-13T17:21:33.336Z,2021-08-13T17:21:33.336Z,6113881fdcb3f87596940666,6116a7d1dcb3f8759617e1d6;;;;;;;;;;;;;;;;;,,le velo fait du bruit quand on pedale,37,"['le', 'velo', 'fait', 'du', 'bruit', 'quand', 'on', 'pedale']"
2186,11366,40e8bc5d-d59d-45d5-83a1-650b6f74293e,26272.0,Le vélo est en mauvaise état ,1.0,2021-08-13T17:29:37.438Z,2021-08-13T17:29:37.438Z,61153c33dcb3f875965e7476,6116a963dcb3f875961956d1;;;;;;;;;;;;;;;;;,,le velo est en mauvaise etat ,29,"['le', 'velo', 'est', 'en', 'mauvaise', 'etat']"
2187,11378,226e8fb4-fefb-4d0a-97da-28b48b7af2e6,20486.0,Ça tue ça mère ,5.0,2021-08-13T17:58:03.032Z,2021-08-13T17:58:03.032Z,60eddb8ddcb3f8759694cb9b,6116b08ddcb3f8759620447a;;;;;;;;;;;;;;;;;,,ca tue ca mere ,15,"['ca', 'tue', 'ca', 'mere']"
2188,11379,a637e6d1-5edf-4f85-8dcc-fda1c07f9d9d,26706.0,Bien,5.0,2021-08-13T17:58:11.443Z,2021-08-13T17:58:11.443Z,6116acc5dcb3f875961cd57f,6116ae54dcb3f875961e2c50;;;;;;;;;;;;;;;;;,,bien,4,['bien']
2189,11389,9b868235-61f6-4c43-ad95-5814c80a31e4,26675.0,Génial ,5.0,2021-08-13T18:38:03.406Z,2021-08-13T18:38:03.406Z,6116aa41dcb3f875961ad0b5,6116b262dcb3f875962146ee;;;;;;;;;;;;;;;;;,,genial ,7,['genial']
2190,11395,959974a8-76f4-405f-9dbb-8c2dbac8b97f,26525.0,Non,1.0,2021-08-13T19:01:10.026Z,2021-08-13T19:01:10.026Z,611668abdcb3f87596e715b8,61166be1dcb3f87596e935c3;;;;;;;;;;;;;;;;;,,non,3,['non']
2191,11396,e3a141cd-5256-4b18-9347-4c408fc40c17,26508.0,Batterie éteinte au bout de 2km,1.0,2021-08-13T19:01:12.421Z,2021-08-13T19:01:12.421Z,611665d4dcb3f87596e364f5,6116bb29dcb3f87596281148;;;;;;;;;;;;;;;;;,,batterie eteinte au bout de 2km,31,"['batterie', 'eteinte', 'au', 'bout', 'de', '2km']"
2192,11400,869def59-1b00-437b-b059-4f3cd6e04aa4,26305.0,J’avais du mal à bloquer le loquet mais c’était super ,4.0,2021-08-13T19:25:53.43Z,2021-08-13T19:25:53.43Z,61156916dcb3f8759682c7ba,6116bad5dcb3f8759627b28a;;;;;;;;;;;;;;;;;,,javais du mal a bloquer le loquet mais cetait super ,54,"['javais', 'du', 'mal', 'a', 'bloquer', 'le', 'loquet', 'mais', 'cetait', 'super']"
2193,11405,fdb69d64-1d65-43b0-abe3-35275c627f58,17776.0,bien ,4.0,2021-08-13T19:37:03.549Z,2021-08-13T19:37:03.549Z,60e06521dcb3f87596428b4f,6112fb1bdcb3f87596769a6d;;;;;;;;;;;;;;;;;,,bien ,5,['bien']
2194,23639,db519959-c4a2-482c-a9c2-b383759dbae0,37902.0,Pas confortable pour les rue dégradées,3.0,2021-10-24T09:40:34.90169Z,2021-10-24T09:40:34.90169Z,,;;;;;;;;;;;;;;;;;,,pas confortable pour les rue degradees,38,"['pas', 'confortable', 'pour', 'les', 'rue', 'degradees']"
2195,25927,242d40f7-1361-44ce-9856-aa72205e5208,41155.0,Vélo en très mauvais etat,1.0,2021-11-21T12:08:30.83896Z,2021-11-21T12:08:30.83896Z,,;;;;;;;;;;;;;;;;;,,velo en tres mauvais etat,25,"['velo', 'en', 'tres', 'mauvais', 'etat']"
2196,27538,95cb0c2d-5509-4a9c-97db-540bdd40de0e,43552.0,Il manque un plastique sur le Locker ,5.0,2021-12-16T22:49:40.886226Z,2021-12-16T22:49:40.886226Z,,;;;;;;;;;;;;;;;;;,,il manque un plastique sur le locker ,37,"['il', 'manque', 'un', 'plastique', 'sur', 'le', 'locker']"
2197,11406,262269da-3709-47f5-ad57-321e6048dbde,25843.0,Bqlsdb,5.0,2021-08-13T19:49:20.37Z,2021-08-13T19:49:20.37Z,6112d1bedcb3f8759656a5a0,6116c9c0dcb3f8759634e307;;;;;;;;;;;;;;;;;,,bqlsdb,6,['bqlsdb']
2198,11407,83a94021-ab88-49d6-96f7-c0cd0942bbad,17777.0,bien,4.0,2021-08-13T19:49:40.243Z,2021-08-13T19:49:40.243Z,60e06521dcb3f87596428b4f,6116c9efdcb3f8759634e790;;;;;;;;;;;;;;;;;,,bien,4,['bien']
2199,11408,c13a1667-1f56-4ad6-9cf0-50f7be951395,17778.0,lol,4.0,2021-08-13T19:50:18.406Z,2021-08-13T19:50:18.406Z,60e06521dcb3f87596428b4f,6116ccd4dcb3f8759635b9a5;;;;;;;;;;;;;;;;;,,lol,3,['lol']
2200,11413,63d413a7-2d7c-4968-9577-b643abee1de6,26733.0,Plus de batterie ,2.0,2021-08-13T20:22:27.818Z,2021-08-13T20:22:27.818Z,6116ba3ddcb3f8759626f148,6116c64fdcb3f8759631ff77;;;;;;;;;;;;;;;;;,,plus de batterie ,17,"['plus', 'de', 'batterie']"
2201,11420,fc592485-1888-45c0-bd72-989dcedfd172,26371.0,Tg,1.0,2021-08-13T21:01:38.172Z,2021-08-13T21:01:38.172Z,6115a116dcb3f87596a70d6b,6116c2b5dcb3f875962fa1bd;;;;;;;;;;;;;;;;;,,tg,2,['tg']
2202,11426,3d0f9106-987e-4f78-9af9-a9d79a4a132b,26360.0,. ,5.0,2021-08-13T21:29:19.966Z,2021-08-13T21:29:19.966Z,61158de1dcb3f8759699dfdc,6116de5cdcb3f875963f0b76;;;;;;;;;;;;;;;;;,,. ,2,['.']
2203,11429,ce6aaace-f7b4-48a6-a422-8681f8c0263d,25504.0,Plus de frein ,1.0,2021-08-13T21:43:09.281Z,2021-08-13T21:43:09.281Z,61105846dcb3f87596882f48,6116e57edcb3f8759643062f;;;;;;;;;;;;;;;;;,,plus de frein ,14,"['plus', 'de', 'frein']"
2205,11449,2a744fae-ae63-47b6-a62a-1c70ef1b38d7,11761.0,Bien ,4.0,2021-08-13T22:38:06.038Z,2021-08-13T22:38:06.038Z,603f713cbc080b1180c66055,61168e03dcb3f8759603724c;;;;;;;;;;;;;;;;;,,bien ,5,['bien']
2206,11461,a36f0d61-dfac-482d-97ba-c69f2153efa4,26753.0,Le velo faisait du bruit et la batterie nas pas durée.,2.0,2021-08-13T23:26:54.175Z,2021-08-13T23:26:54.175Z,6116daaedcb3f875963d7f0a,6116edcfdcb3f875964654e5;;;;;;;;;;;;;;;;;,,le velo faisait du bruit et la batterie nas pas duree.,54,"['le', 'velo', 'faisait', 'du', 'bruit', 'et', 'la', 'batterie', 'nas', 'pas', 'duree', '.']"
2208,25929,357e8d32-f104-4096-bd7b-dd456bb47606,41154.0,Guidon non centré,5.0,2021-11-21T12:09:14.333844Z,2021-11-21T12:09:14.333844Z,,;;;;;;;;;;;;;;;;;,,guidon non centre,17,"['guidon', 'non', 'centre']"
2209,11465,59bb603c-d638-4df4-9514-4235ec0c3d8d,11763.0,Bien ,4.0,2021-08-13T23:35:15.155Z,2021-08-13T23:35:15.155Z,603f713cbc080b1180c66055,611700cbdcb3f87596516026;;;;;;;;;;;;;;;;;,,bien ,5,['bien']
2211,11488,80dbeea8-8033-434d-a7fe-ff50574be905,23084.0,Enfin un vélo qui marche bien !!!,4.0,2021-08-14T06:55:18.077Z,2021-08-14T06:55:18.077Z,6100eaa1dcb3f87596729ce8,61176649dcb3f875965bfd0c;;;;;;;;;;;;;;;;;,,enfin un velo qui marche bien !!!,33,"['enfin', 'un', 'velo', 'qui', 'marche', 'bien', '!', '!', '!']"
2212,11491,417bfd65-6195-439e-bfad-e17feda2f7d7,7985.0,Oh ,5.0,2021-08-14T07:21:37.746Z,2021-08-14T07:21:37.746Z,5f2728b0ec0a5f5df4887c76,6116a316dcb3f875961504df;;;;;;;;;;;;;;;;;,,oh ,3,['oh']
2213,11513,b92c9e57-a073-483f-aa5b-209361f1523a,26569.0,Très bien,5.0,2021-08-14T09:26:06.265Z,2021-08-14T09:26:06.265Z,6116701bdcb3f87596ecd755,6117862adcb3f8759668b338;;;;;;;;;;;;;;;;;,,tres bien,9,"['tres', 'bien']"
2214,26483,a5350569-9dc8-4527-a0d4-68be57f7aeb4,41974.0,Très pratique ,5.0,2021-11-29T12:08:19.061159Z,2021-11-29T12:08:19.061159Z,,;;;;;;;;;;;;;;;;;,,tres pratique ,14,"['tres', 'pratique']"
2215,24224,4c1d1696-8de6-432f-a773-0b80ca19f7cb,38716.0,Lourd,5.0,2021-10-30T20:54:07.380819Z,2021-10-30T20:54:07.380819Z,,;;;;;;;;;;;;;;;;;,,lourd,5,['lourd']
2216,11521,3f982489-8d45-4543-9374-1aa982e56200,25906.0,Plus de batterie.n avance plus,1.0,2021-08-14T10:43:24.518Z,2021-08-14T10:43:24.518Z,61136d50dcb3f87596898921,61179d8bdcb3f8759671bf23;;;;;;;;;;;;;;;;;,,plus de batterie.n avance plus,30,"['plus', 'de', 'batterie.n', 'avance', 'plus']"
2217,11522,a19dd643-cae4-469d-992c-bfd9de4a0f1f,25787.0,Uydidvr,5.0,2021-08-14T10:51:06.602Z,2021-08-14T10:51:06.602Z,6112c45fdcb3f875964683e1,611753b0dcb3f875965b24fa;;;;;;;;;;;;;;;;;,,uydidvr,7,['uydidvr']
2218,11524,aa2411d8-aa22-44fd-9b92-f11de9b94f68,25788.0,Dhirnfl,5.0,2021-08-14T11:08:18.859Z,2021-08-14T11:08:18.859Z,6112c45fdcb3f875964683e1,6117a09fdcb3f8759673fd26;;;;;;;;;;;;;;;;;,,dhirnfl,7,['dhirnfl']
2219,11542,ddb5a6e6-4df1-498f-be01-47f938ce3bb2,25109.0,Aucune aide électrique sur ce vélo je suis déçu jaimerai être remboursé pour ce trajet compliqué ,1.0,2021-08-14T12:30:44.134Z,2021-08-14T12:30:44.134Z,610d5b7fdcb3f875966839d0,6117b1eedcb3f87596780bcc;;;;;;;;;;;;;;;;;,,aucune aide electrique sur ce velo je suis decu jaimerai etre rembourse pour ce trajet complique ,97,"['aucune', 'aide', 'electrique', 'sur', 'ce', 'velo', 'je', 'suis', 'decu', 'jaimerai', 'etre', 'rembourse', 'pour', 'ce', 'trajet', 'complique']"
2220,11553,5a8337e4-929e-4c76-86b9-7c2fd20e42b7,10795.0,No battery,1.0,2021-08-14T13:04:50.665Z,2021-08-14T13:04:50.665Z,6026a8ace0634807828766fd,6117beeedcb3f875967cb9db;;;;;;;;;;;;;;;;;,,no battery,10,"['no', 'battery']"
2221,11562,6ff15a5d-cbb0-45b6-a2c1-bd53159d1ddf,26822.0,Pas mal ,4.0,2021-08-14T14:07:42.517Z,2021-08-14T14:07:42.517Z,6117c0f0dcb3f875967dbf49,6117c5ebdcb3f875967fbb99;;;;;;;;;;;;;;;;;,,pas mal ,8,"['pas', 'mal']"
2222,11573,0d8cb3b8-3886-4f62-9def-b8f0cb68f0c5,26530.0,Problème de verrouillage à la fin j’ai appelé le service client 3x sans réponse. Résolu en fermant et ouvrant l’app,2.0,2021-08-14T16:03:04.598Z,2021-08-14T16:03:04.598Z,61166e57dcb3f87596ea3812,6117e23adcb3f875968784f5;;;;;;;;;;;;;;;;;,,probleme de verrouillage a la fin jai appele le service client 3x sans reponse. resolu en fermant et ouvrant lapp,115,"['probleme', 'de', 'verrouillage', 'a', 'la', 'fin', 'jai', 'appele', 'le', 'service', 'client', '3x', 'sans', 'reponse', '.', 'resolu', 'en', 'fermant', 'et', 'ouvrant', 'lapp']"
2223,21914,8a4da918-62ae-4db1-8185-86c04f706e48,35396.0,Appli merdique,1.0,2021-10-11T18:11:37.141Z,2021-10-11T18:11:37.141Z,6144eecb10168f3d48a841e3,6161828110168f3d48f8a938;;;;;;;;;;;;;;;;;,,appli merdique,14,"['appli', 'merdique']"
2224,23642,b3aeb63c-ba02-4d36-9003-7183b11d0da8,37908.0,Peu de frein du vélo 242,2.0,2021-10-24T11:02:48.883331Z,2021-10-24T11:02:48.883331Z,,;;;;;;;;;;;;;;;;;,,peu de frein du velo 242,24,"['peu', 'de', 'frein', 'du', 'velo', '242']"
2225,11594,91d1bcc9-80e2-4a05-8bb1-df72079fc07f,25907.0,Bien,4.0,2021-08-14T18:21:16.591Z,2021-08-14T18:21:16.591Z,61136d50dcb3f87596898921,6118081adcb3f8759693f59f;;;;;;;;;;;;;;;;;,,bien,4,['bien']
2226,11599,68a25cf4-102b-47cd-8416-960e06cc2a90,12667.0,Plan pas assez précis,4.0,2021-08-14T18:41:55.281Z,2021-08-14T18:41:55.281Z,606019f1375f37201a0df08f,61180d0adcb3f87596973761;;;;;;;;;;;;;;;;;,,plan pas assez precis,21,"['plan', 'pas', 'assez', 'precis']"
2227,11606,86a615e9-ea24-47ab-b99a-d35797f74993,25530.0,Nul et cher et dangereux dans laccélération,1.0,2021-08-14T19:03:55.878Z,2021-08-14T19:03:55.878Z,6110ea93dcb3f87596a34713,61180fa0dcb3f8759698641a;;;;;;;;;;;;;;;;;,,nul et cher et dangereux dans lacceleration,43,"['nul', 'et', 'cher', 'et', 'dangereux', 'dans', 'lacceleration']"
